Date,SPY,GOOG,TSLA,FB,AAPL,MSFT,BTC-USD,ETH-USD,ADA-USD,XRP-USD,DOGE-USD,LTC-USD,XLM-USD,LINK-USD,total_cases,new_cases,total_deaths,new_deaths,new_tests,total_tests,positive_rate,total_vaccinations,people_vaccinated,total_cases_rate,new_cases_rate,total_deaths_rate
2020-01-22,322.1147155761719,1485.949951171875,113.91200256347656,221.32000732421875,78.26248931884766,162.89756774902344,8680.8759765625,168.29415893554688,0.04565399885177612,0.23605599999427795,0.002322999993339181,58.3547248840332,0.05988899990916252,2.6455819606781006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0037690633377567e-09,0.0,0.0
2020-01-23,322.48419189453125,1486.6500244140625,114.44000244140625,219.75999450683594,78.6393814086914,163.90032958984375,8406.515625,162.92855834960938,0.043333999812603,0.2261040061712265,0.002268000040203333,54.6302604675293,0.059238001704216,2.462109088897705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0037690633377567e-09,0.0,0.0
2020-01-24,319.61627197265625,1466.7099609375,112.96399688720703,217.94000244140625,78.41275024414062,162.2487030029297,8445.4345703125,163.05117797851562,0.04500399902462959,0.22304099798202515,0.00227600010111928,54.53178787231445,0.05730300024151802,2.504390001296997,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.007538126675513e-09,3.0037690633377567e-09,0.0
2020-01-25,,,,,,,8367.84765625,161.283935546875,0.043248001486063004,0.220427006483078,0.002256999956443906,53.69778823852539,0.056039001792669296,2.456526041030884,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.007538126675513e-09,0.0,0.0
2020-01-26,,,,,,,8596.830078125,168.0771026611328,0.04458099976181984,0.2306859940290451,0.002305000089108944,56.21271514892578,0.05857200175523758,2.571582078933716,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5018845316688785e-08,9.01130719001327e-09,0.0
2020-01-27,314.4930419921875,1433.9000244140625,111.60399627685547,214.8699951171875,76.10700988769531,159.535400390625,8909.8193359375,170.93089294433594,0.047912001609802246,0.231222003698349,0.002368000103160739,58.763267517089844,0.05964500084519386,2.609652042388916,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5018845316688785e-08,0.0,0.0
2020-01-28,317.78863525390625,1452.56005859375,113.37999725341797,217.7899932861328,78.26002502441406,162.66160583496094,9358.58984375,176.3703155517578,0.05285700038075447,0.23848800361156464,0.0024500000290572643,60.671817779541016,0.06030299887061119,2.655339002609253,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5018845316688785e-08,0.0,0.0
2020-01-29,317.526123046875,1458.6300048828125,116.197998046875,223.22999572753906,79.89818572998047,165.19796752929688,9316.6298828125,175.0503387451172,0.05351400002837181,0.23573000729084015,0.0023900000378489494,60.07793426513672,0.0617390014231205,2.7853240966796875,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.802261438002654e-08,3.0037690633377567e-09,0.0
2020-01-30,318.556640625,1455.8399658203125,128.16200256347656,209.52999877929688,79.78240203857422,169.85780334472656,9508.9931640625,184.6904754638672,0.0560699999332428,0.24364200234413147,0.0024399999529123306,68.15906524658203,0.06120700016617775,2.9129879474639893,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.802261438002654e-08,0.0,0.0
2020-01-31,312.7723083496094,1434.22998046875,130.11399841308594,201.91000366210938,76.24496459960938,167.35093688964844,9350.529296875,180.16017150878906,0.05379299819469452,0.23923300206661224,0.002394000068306923,67.8794937133789,0.06155399978160858,2.823791027069092,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4030152506702054e-08,6.007538126675513e-09,0.0
2020-02-01,,,,,,,9392.875,183.6739501953125,0.056092001497745514,0.24145500361919403,0.0024220000486820936,70.82001495361328,0.06046999990940094,2.8389530181884766,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4030152506702054e-08,0.0,0.0
2020-02-02,,,,,,,9344.365234375,188.61753845214844,0.055768001824617386,0.25073400139808655,0.0024679999332875013,70.2315444946289,0.06336700171232224,2.832581043243408,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4030152506702054e-08,0.0,0.0
2020-02-03,315.0957946777344,1485.93994140625,156.0,204.19000244140625,76.03556823730469,171.43077087402344,9293.521484375,189.8650665283203,0.05697900056838989,0.254626989364624,0.0024399999529123306,69.78022003173828,0.0640610009431839,2.7746589183807373,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3041459696715326e-08,9.01130719001327e-09,0.0
2020-02-04,319.89825439453125,1447.0699462890625,177.41200256347656,209.8300018310547,78.54576873779297,177.0736541748047,9180.962890625,189.25059509277344,0.05599600076675415,0.26680800318717957,0.0025029999669641256,68.1957778930664,0.06629099696874619,2.7411210536956787,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3041459696715326e-08,0.0,0.0
2020-02-05,323.5924072265625,1448.22998046875,146.94000244140625,210.11000061035156,79.18627166748047,176.8573760986328,9613.423828125,204.23023986816406,0.059230998158454895,0.2774679958820343,0.0025820001028478146,72.49310302734375,0.06873299926519394,2.8456289768218994,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3041459696715326e-08,0.0,0.0
